"tlaID","wikidataID","transliterationLUT","hieroglyphs","lexicalCategoryID","lexicalCategory","additionalLexicalCategoryID","additionalLexicalCategory","genderID","gender","referentTypeID","referentType","senses","sensesLanguage"
"600234","L1397189","Ꞽt=ꞽ-Ꞽmn.w","","Q147276","proper noun","Q115642102","royal name","","","","","Itiamun (abbrev. personal name of Ramesses VII)","EN"
"851216","L1397131","ꞽt.y","","Q36224","pronoun","Q1050744","relative pronoun","","","","","the one who is not (neg. rel. pron)","EN"
"550096","L1391705","ꞽt-mḥ.ï","𓇠𓎔","Q1084","noun","","","","","","","Lower Egyptian barley","EN"
"550215","L1385589","ꞽt-šmꜥ","𓇠𓇗","Q1084","noun","","","","","","","Upper Egyptian barley","EN"
"876482","L1387458","ꞽtꜣ","","Q1084","noun","","","Q499327","masculine","","","saw","EN"
"32900","L1391093","ꞽtꜣ","","Q1084","noun","","","","","","","[a weapon]","EN"
"858431","L1393606","ꞽtꜣ","","Q24905","verb","","","","","","","to saw","EN"
"866522","L1393607","ꞽtꜣ.t","","Q1084","noun","","","Q1775415","feminine","","","saw","EN"
"32820","L1391322","ꞽtꞽ","𓇋𓏏","Q1084","noun","","","Q499327","masculine","","","father","EN"
"850316","L1394537","ꞽtꞽ.wï","","Q1084","noun","","","Q499327","masculine","","","[a kind of cloth]","EN"
"32850","L1396860","ꞽtꞽ-mnꜥ.ï","𓏏𓆑𓏠𓈖𓂝𓏭𓂑","Q1084","noun","","","Q499327","masculine","","","foster father; tutor (of a royal child)","EN"
"855689","L1391605","ꞽtꞽ-nṯr","","Q1084","noun","","","Q499327","masculine","","","God's father (priest)","EN"
"32860","L1391353","ꞽtꞽ-nṯr","𓇋𓏏𓊹","Q1084","noun","Q216353","title","","","","","god's father (a priest)","EN"
"32880","L1395570","ꞽtꞽ-ḥꜥꜣ","","Q1084","noun","","","Q499327","masculine","","","[a bird]","EN"
"852609","L1391922","Ꞽty","","Q147276","proper noun","Q115642037","deity name","","","","","Der Herrscher","DE"
"32930","L1380180","ꞽty","𓇋𓍘𓇋𓇋𓀛","Q1084","noun","","","Q499327","masculine","","","sovereign; ruler; lord","EN"
"32910","L1395849","ꞽty","","Q24905","verb","","","","","","","to be king; to rule as king","EN"
"32940","L1391812","ꞽty.t","𓇋𓍘𓇋𓇋𓏏𓀛","Q1084","noun","","","Q1775415","feminine","","","sovereign","EN"
"851262","L1387182","ꞽtw","","Q36224","pronoun","Q34793275","demonstrative pronoun","","","","","this [dem. pron. sing. f.]","EN"
"32980","L1387865","ꞽtp","","Q24905","verb","","","","","","","to be useful; to be provided with","EN"
"858432","L1388993","ꞽtm","","Q24905","verb","","","","","","","to be blocked; to be overfull","EN"
"33050","L1385133","ꞽtm.w","𓇋𓍃𓅓𓅱𓅪𓏥","Q1084","noun","","","Q499327","masculine","","","breathlessness","EN"
"33040","L1381757","Ꞽtm.w","𓏏𓍃","Q147276","proper noun","Q115642037","deity name","","","","","Atum","EN"
"859594","L1387863","Ꞽtm.w-Rꜥw","","Q147276","proper noun","Q115642037","deity name","","","","","Atum-Re","DE"
"852400","L1395148","Ꞽtm.w-Ḫprꞽ","","Q147276","proper noun","Q115642037","deity name","","","","","Atum-Chepri","DE"
"33030","L1383972","Ꞽtm.t","𓏏𓍃𓏏𓆇𓆗","Q147276","proper noun","Q115642037","deity name","","","","","Itemet","EN"
"33010","L1391043","ꞽtm.t","","Q1084","noun","","","Q1775415","feminine","","","destroyer (a knife)","EN"
"851272","L1387045","ꞽtn","","Q36224","pronoun","Q34793275","demonstrative pronoun","","","","","this [dem. pron. sing. f.]","EN"
"33130","L1383855","ꞽtn","𓇋𓏏𓈖𓂉𓀜","Q24905","verb","","","","","","","to oppose","EN"
"33110","L1387546","ꞽtn","𓇋𓏏𓈖𓆟","Q1084","noun","","","Q499327","masculine","","","[a fish]","EN"
"850317","L1381860","Ꞽtn","𓇋𓏏𓈖𓇳","Q147276","proper noun","Q115642037","deity name","","","","","Aten","EN"
"33080","L1381865","ꞽtn","𓇋𓏏𓈖𓇳","Q1084","noun","","","Q499327","masculine","","","disk (of the sun, of the moon)","EN"
"33090","L1384915","ꞽtn","𓇋𓏏𓈖𓇳","Q1084","noun","","","Q499327","masculine","","","sun disk (a mirror)","EN"
"33120","L1382367","ꞽtn","𓇋𓏏𓈖𓈅𓈓","Q1084","noun","","","Q499327","masculine","","","ground; earth; dust","EN"
"33100","L1387547","ꞽtn","𓇋𓏏𓈖𓏌𓏲𓇳","Q24905","verb","","","","","","","to shine; to illuminate","EN"
"859436","L1391050","ꞽtn","","Q1084","noun","","","Q499327","masculine","","","light","EN"
"862928","L1393557","ꞽtn","","Q1084","noun","","","Q499327","masculine","","","resting place; perch","EN"
"33190","L1386021","ꞽtn.w","𓇋𓏏𓈖𓏌𓅱𓂉𓏛𓏥","Q1084","noun","","","Q499327","masculine","","","obscurities; riddles","EN"
"33250","L1387548","ꞽtn.w-n-hʾ","𓇋𓏏𓈖𓏌𓅱𓂉𓏪𓈖𓉔𓏤𓉐","Q1084","noun","","","Q499327","masculine","","","dust of the courtyard (magical substance)","EN"
"33150","L1396133","ꞽtn.wï","","Q1084","noun","","","Q499327","masculine","","","the two disks (sun and moon)","EN"
"33140","L1382791","Ꞽtn.t","𓇋𓏏𓈖𓇳𓏏𓆇","Q147276","proper noun","Q115642037","deity name","","","","","Atenet (fem. solar disk)","EN"
"33300","L1391062","ꞽtr","","Q1084","noun","","","","","","","shabti box","EN"
"33260","L1393578","ꞽtr","𓇋𓏏𓂋𓆰𓏥","Q1084","noun","","","Q499327","masculine","","","papyrus; aquatic plant (for cordage)","EN"
"33390","L1385134","ꞽtr.w","𓇋𓏏𓂋𓅱𓆵","Q1084","noun","","","Q499327","masculine","","","season(s)","EN"
"33360","L1382575","ꞽtr.w","𓇋𓏏𓂋𓅱𓈘","Q1084","noun","","","Q499327","masculine","","","iteru (a measure of distance); mile","EN"
"33370","L1381980","ꞽtr.w","𓇋𓏏𓂋𓅱𓈘","Q1084","noun","","","Q499327","masculine","","","river; the Nile; canal","EN"
"33400","L1385720","ꞽtr.w-ꜥꜣ","𓇋𓏏𓂋𓈘𓉻𓂝𓄿","Q1084","noun","","","","","","","Great-river (the Nile, main arm of the Nile, temple canal)","EN"
"33340","L1396871","ꞽtr.w-nw.y","𓇋𓏏𓂋𓈗𓈖𓍇𓏌𓈗","Q1084","noun","","","Q499327","masculine","","","river; stream","EN"
"33290","L1382447","ꞽtr.t","𓇋𓏏𓂋𓏏","Q1084","noun","","","Q1775415","feminine","","","shrine (for images of the gods); row of chapels","EN"
"33310","L1391557","ꞽtr.tï","𓇋𓏏𓂋𓏏𓉭𓉯","Q1084","noun","","","","","","","the two rows of shrines (Egypt, as the totality of shrines)","EN"
"33320","L1391824","ꞽtr.tï","","Q1084","noun","","","","","","","both sides; vicinity (of someone)","EN"
"400956","L1391065","ꞽtrn","","Q1084","noun","","","","","","","[a kind of wood]","EN"
"854640","L1391066","ꞽtrr","","Q1084","noun","","","Q499327","masculine","","","[substantive]","EN"
"33420","L1384469","ꞽtḥ","𓇋𓏏𓎛𓍕𓉐","Q1084","noun","","","Q499327","masculine","","","fortress; prison","EN"
"33410","L1382427","ꞽtḥ","𓇋𓏏𓎛𓍢𓂡","Q24905","verb","","","","","","","to tow","EN"
"852569","L1391032","ꞽtḥ","","Q1084","noun","","","Q499327","masculine","","","inmates of a prison","EN"
"889214","L1391033","ꞽtḥ","","Q1084","noun","","","Q499327","masculine","","","(tied) bunch; bundle; bale","EN"
"857209","L1393533","ꞽtḥ.w","","Q1084","noun","","","Q499327","masculine","","","rope","EN"
"851039","L1395072","ꞽtḥ-ꞽnr","","Q1084","noun","","","Q499327","masculine","","","stone extraction gang","EN"
"33430","L1393538","ꞽtḥ-mt","𓇋𓏏𓎛𓍢𓂡𓂸𓏏𓄹","Q1084","noun","","","Q499327","masculine","","","Pulling-the-cord (on a chapel door) (ritual)","EN"
"855296","L1391072","ꞽtt","","Q1084","noun","","","Q499327","masculine","","","[bread]; [cake]","EN"
"33450","L1388422","ꞽtt","𓈘𓈇𓏏𓏑𓈀𓏥𓍘𓇋𓎅","Q1084","noun","","","","","","","[woven equipment (?) (naut.)]","EN"
"450222","L1396473","Ꞽttꞽ","","Q147276","proper noun","Q115642102","royal name","","","","","Djoser-Teti","EN"
"33490","L1383874","ꞽṯ","𓈀𓈇𓅷𓀁","Q36224","pronoun","Q54310231","interrogative pronoun","","","","","which; where","EN"
"33630","L1384732","ꞽṯ.w","𓎁𓏏𓅱𓀜𓀀","Q1084","noun","","","Q499327","masculine","","","thief","EN"
"550375","L1391026","ꞽṯ.t-n.t-nfr.t","","Q1084","noun","","","","","","","Seizing-of-the-neferet (?) (figure in a dance)","EN"
"400429","L1397194","Ꞽṯ-ꞽwꜥ.t-Tꜣ.wï","","Q147276","proper noun","Q115642102","royal name","","","","","[Nebty-name of Amenemhat III]","EN"
"880145","L1387106","Ꞽṯ-m-sḫm=f-m-tꜣ.w-nb.w","","Q147276","proper noun","Q115642102","royal name","","","","","[Goldname Amenophis' II.]","DE"
"33590","L1387861","ꞽṯ-kꜣ","","Q1084","noun","","","Q499327","masculine","","","inundation; flood (lit. what seizes cattle)","EN"
"887996","L1391077","Ꞽṯ-tꜣ.w-nb.w","","Q147276","proper noun","Q115642102","royal name","","","","","[Nebtiname Thutmosis' I.]","DE"
"874337","L1389014","ꞽṯꜣ","","Q1084","noun","","","Q499327","masculine","","","small clump","EN"
"33530","L1382145","ꞽṯꜣ","𓇋𓅷𓄿𓂷𓂡","Q24905","verb","","","","","","","to steal; to capture; to carry off","EN"
"33540","L1383522","ꞽṯꜣ","𓇋𓅷𓄿𓂷𓂡𓀀","Q1084","noun","","","Q499327","masculine","","","thief","EN"
"33520","L1397116","ꞽṯꜣꞽ","","Q1084","noun","","","","","","","[a vessel (as measure of volume?)]","EN"
"33560","L1381022","ꞽṯi̯","𓎁","Q24905","verb","","","","","","","to take; to seize","EN"
"33620","L1396147","ꞽṯꞽṯ","","Q1084","noun","","","Q499327","masculine","","","[an insect (?)]","EN"
"33610","L1396872","ꞽṯyn","𓇋𓍿𓇋𓈖𓄿𓆱","Q1084","noun","","","Q499327","masculine","","","[a beam (naut.)]","EN"
"33660","L1393526","ꞽṯfrr","","Q1084","noun","","","Q499327","masculine","","","sky","EN"
"33680","L1389878","ꞽṯm","𓈀𓈇𓅷𓏤𓌳𓄿𓇋𓇋𓈔","Q1084","noun","","","","","","","[metal part of a whip (ferrule?) (Sem. loan word)]","EN"
"850318","L1389881","ꞽṯn","𓇋𓏏𓈖𓂉𓀜","Q24905","verb","","","","","","","to resist","EN"
"33180","L1384588","ꞽṯn.w","𓇋𓏏𓈖𓏌𓅱𓀜","Q1084","noun","","","Q499327","masculine","","","opponent","EN"
"33690","L1389882","ꞽṯn.t","𓇋𓍿𓈖𓏏","Q1084","noun","","","Q1775415","feminine","","","[a chest]","EN"
"853535","L1396134","ꞽṯn-ꞽb","","Q1084","noun","","","Q499327","masculine","","","rebellious one","EN"
"33720","L1393581","ꞽṯr","𓇋𓀁𓅷𓄿𓂋𓏤𓏴𓂡","Q1084","noun","","","","","","","captive (Sem. loan word)","EN"
"852308","L1387866","ꞽṯrwt","","Q1084","noun","","","","","","","[plant (caper family)]","EN"
"33740","L1384943","ꞽṯṯ","𓇋𓍿𓍿","Q24905","verb","","","","","","","to take wing","EN"
"857221","L1393592","ꞽṯṯ.wt","","Q1084","noun","","","Q1775415","feminine","","","flying up, taking flight","EN"
"33750","L1388424","ꞽṯṯ.t","𓇋𓍿𓍿𓏏𓐎𓏥","Q1084","noun","","","Q1775415","feminine","","","[a symptom of illness]","EN"
"33820","L1390145","ꞽd","","Q1084","noun","","","Q499327","masculine","","","bull","EN"
"33850","L1392082","ꞽd","","Q1084","noun","","","","","","","hand","EN"
"33780","L1383573","ꞽd.w","𓇋𓂧𓀔","Q1084","noun","","","Q499327","masculine","","","male child; youth","EN"
"33840","L1382664","ꞽd.t","𓇋<g>D46S</g>𓏏","Q1084","noun","","","Q1775415","feminine","","","(pleasant) scent; perfume; dew; exudation","EN"
"500032","L1382223","ꞽd.t","𓈟𓏏𓄰","Q1084","noun","","","Q1775415","feminine","","","cow (also gen.)","EN"
"850291","L1382741","ꞽd.t","𓈟𓏏𓄰","Q1084","noun","","","Q1775415","feminine","","","uterus; womb","EN"
"866543","L1392083","ꞽd.t","","Q1084","noun","","","Q1775415","feminine","","","submission","EN"
"886253","L1390146","ꞽd.t-wr.t","","Q1084","noun","","","Q1775415","feminine","","","[Kuh]","DE"
"33870","L1389189","ꞽdꜣ","𓇋𓂧𓄿","Q24905","verb","","","","","","","to smooth","EN"
"33880","L1382303","ꞽdꜣ.t","𓇋𓂧𓄿𓏏𓈒","Q1084","noun","","","Q1775415","feminine","","","[a kind of bread]","EN"
"859212","L1390210","ꞽdꜣm","","Q1084","noun","","","Q499327","masculine","","","[substantive]","EN"
"33900","L1383943","ꞽdi̯","𓇋<g>D46S</g>𓇋","Q24905","verb","","","","","","","to cense; to libate","EN"
"33830","L1384483","ꞽdi̯","𓇋𓂧𓀜","Q24905","verb","","","","","","","to be subjugated; to subjugate","EN"
"33890","L1383202","ꞽdi̯","𓇋𓂧𓄔","Q24905","verb","","","","","","","to be deaf; to deafen","EN"
"33910","L1396220","ꞽdy.t","𓇋𓂧𓇋𓇋𓏏𓀔","Q1084","noun","","","Q1775415","feminine","","","girl","EN"
"33940","L1389184","ꞽdw","𓇋𓂧𓅱𓄔𓅬","Q1084","noun","","","Q499327","masculine","","","[a bird (or insect?) (med.)]","EN"
"854494","L1386602","ꞽdb","","Q1084","noun","","","Q499327","masculine","","","shoreline; shore land; arable fields; meadows","EN"
"34010","L1392086","ꞽdb.w","𓇋𓂧𓃀𓏲𓄑𓀁","Q1084","noun","","","Q499327","masculine","","","edge (of a wound, of the mouth) (med.)","EN"
"400868","L1391542","Ꞽdb.wï","𓇋𓂧𓃀𓅱𓈅𓈅","Q1084","noun","","","Q499327","masculine","","","the two banks (Egypt)","EN"
"34030","L1391572","ꞽdm.y","","Q1084","noun","","","Q499327","masculine","","","high quality linen","EN"
"34040","L1394550","ꞽdm.yt","𓇋𓂧𓏇𓇋𓏏𓍱","Q1084","noun","","","Q1775415","feminine","","","high quality linen","EN"
"34070","L1389159","ꞽdn","𓄔","Q1084","noun","","","","","","","ear","EN"
"600586","L1387213","ꞽdn","","Q1084","noun","","","Q499327","masculine","","","arrears (of provisions)","EN"
"34080","L1383370","ꞽdn","𓇋𓂧𓈖𓄔","Q24905","verb","","","","","","","to replace; to act as deputy; to have sway over","EN"
"855690","L1386786","ꞽdn.w","","Q1084","noun","","","Q499327","masculine","","","representative; deputy","EN"
"400908","L1385750","ꞽdn.w-n-pꜣ-mšꜥ","𓄔𓏌𓈖𓀎𓏪","Q1084","noun","","","Q499327","masculine","","","deputy of the army","EN"
"34130","L1390181","ꞽdn.t","","Q1084","noun","","","Q1775415","feminine","","","[a kind of bread]","EN"
"34100","L1392133","ꞽdn-ḏ.w","","Q1084","noun","","","Q499327","masculine","","","arrears","EN"
"34110","L1395882","ꞽdnꞽw","𓄔𓈖𓇋𓈖𓇋𓅱𓎅","Q1084","noun","","","Q499327","masculine","","","[a mat]","EN"
"34140","L1390189","ꞽdr","","Q1084","noun","","","Q499327","masculine","","","belt; girdle","EN"
"34190","L1392147","ꞽdr","𓇋𓂧𓂋𓄣𓏤𓄹","Q1084","noun","","","","","","","heart","EN"
"34150","L1383245","ꞽdr","𓇋𓂧𓂋𓎩","Q1084","noun","","","Q499327","masculine","","","herd","EN"
"34180","L1383907","ꞽdr","𓇋𓂧𓂋𓎩","Q1084","noun","","","Q499327","masculine","","","bindings; (surgical) seam","EN"
"400987","L1384957","ꞽdr","𓇋𓂧𓂋𓎩","Q24905","verb","","","","","","","to bind together; to stitch (med.)","EN"
"34200","L1394553","ꞽdr.yt","𓎩𓂋𓇋𓇋𓏏𓅪","Q1084","noun","","","Q1775415","feminine","","","punishment","EN"
"850960","L1388581","ꞽdr-wnw.t","","Q1084","noun","","","Q499327","masculine","","","hourly service-remuneration","EN"
"34220","L1395029","ꞽdḥ.y","𓇋𓂧𓎛𓇋𓇋𓇇𓀀","Q1084","noun","","","Q499327","masculine","","","man of the Delta","EN"
"34230","L1396932","ꞽdḥ.yt","","Q1084","noun","","","Q1775415","feminine","","","woman of the Delta","EN"
"34240","L1382970","ꞽdḥ.w","𓇋𓂧𓎛𓅱𓇇","Q1084","noun","","","Q499327","masculine","","","marshes of the Delta","EN"
"859745","L1390175","ꞽdḫ.w","","Q1084","noun","","","Q499327","masculine","","","[personal designation]","EN"
"34260","L1386119","ꞽdz.t","𓇋𓂧𓊃𓆰𓏥","Q1084","noun","","","Q1775415","feminine","","","[a plant]","EN"
"34270","L1385077","ꞽdg","𓇋𓂧𓎼𓄿𓄔𓏤𓍱","Q1084","noun","","","Q499327","masculine","","","kerchief","EN"
"34280","L1389156","ꞽḏmn","𓃛𓏲𓍑𓄿𓅓𓏭𓂝𓈖𓄿𓁸","Q1084","noun","","","","","","","[part of the intestines (?) (Sem. loan word)]","EN"
"34300","L1387983","ꞽḏrt","𓇋𓀁𓍑𓄿𓏭𓂋𓏤𓍘𓇋𓏊","Q1084","noun","","","","","","","[an oil jar (Sem. loan word)]","EN"
"855123","L1390174","ꞽḏḥ","","Q1084","noun","","","Q499327","masculine","","","[substantive]","EN"
"34310","L1392125","ꞽḏk","","Q1084","noun","","","Q499327","masculine","","","[a metal tool (?)]","EN"
"21250","L1394417","y","","Q83034","interjection","","","","","","","[vocative interjection]","EN"
"860225","L1396181","ybr","","Q1084","noun","","","Q499327","masculine","","","[plant]","EN"
"23800","L1396403","ybr","𓇋𓇋𓏲𓅡𓏤𓏭𓂋𓏤𓈗𓈘𓈇𓏤","Q1084","noun","","","","","","","stream (Sem. loan word)","EN"
"874958","L1395851","ypgdd","","Q24905","verb","","","","","","","[verb]","EN"
"24730","L1382532","ym","𓇋𓇋𓅓𓂝𓈗𓈘𓈇","Q1084","noun","","","","","","","sea (Sem. loan word)","EN"
"885080","L1391199","Ymnꜣ","","Q147276","proper noun","Q115642102","royal name","","","","","Iamneia","DE"
"27220","L1396404","ynb","𓇋𓇋𓈖𓏥𓃀𓏲𓆭𓏌𓏥","Q1084","noun","","","","","","","[a beverage (?)]; [an oil (?)]","EN"
"27570","L1395719","ynr","𓇋𓇋𓈖𓏥𓃭𓏤𓏌","Q1084","noun","","","","","","","bowl (for wine, for oil)","EN"
"27960","L1396405","ynktwn","𓇋𓇋𓈖𓎡𓏏𓏲𓈖𓏥𓈒𓏥","Q1084","noun","","","","","","","[an ingredient (resin?) in incense (med.)]","EN"
"33920","L1396503","ydꜥ","𓇋𓇋𓂧𓏭𓉻𓌙𓀁","Q34698","adjective","","","","","","","skilled","EN"
"34360","L1381811","ꜥ","𓂝𓏤","Q1084","noun","","","Q499327","masculine","","","portion; piece","EN"
"34400","L1383115","ꜥ","𓂝𓏤𓂾𓂻","Q1084","noun","","","Q499327","masculine","","","trace; track","EN"
"34450","L1393905","ꜥ","𓂝𓏤𓆰𓏪","Q1084","noun","","","","","","","[an agricultural product]","EN"
"34390","L1384355","ꜥ","𓂝𓏤𓆱","Q1084","noun","","","Q499327","masculine","","","shaft; pole","EN"
"34410","L1384035","ꜥ","𓂝𓏤𓈗","Q1084","noun","","","Q499327","masculine","","","dyke","EN"
"34460","L1390037","ꜥ","𓂝𓏤𓉐","Q1084","noun","","","","","","","house","EN"
"34510","L1393906","ꜥ","","Q1084","noun","","","Q499327","masculine","","","person","EN"
"36060","L1397127","ꜥ.wï","𓂝𓂝𓅱𓏭","Q1084","noun","","","","","","","[parts of a net]","EN"
"34590","L1396411","ꜥ.wï","","Q1084","noun","","","","","","","hand-shaped clappers","EN"
"854495","L1393907","ꜥ.t","","Q1084","noun","","","Q1775415","feminine","","","part (of sth.)","EN"
"34610","L1397067","ꜥ.t-ꞽf","𓂝𓏏𓉐𓇋𓅱𓆑𓄹𓄹𓄹","Q1084","noun","","","Q1775415","feminine","","","larder for meat","EN"
"859309","L1395323","ꜥ.t-ꞽrp","","Q1084","noun","","","Q1775415","feminine","","","wine cellar","EN"
"865073","L1397068","ꜥ.t-ꞽz.t","𓂝𓏏𓉐𓇩𓏏𓀀𓏪","Q1084","noun","","","Q1775415","feminine","","","law court","EN"
"859002","L1389068","ꜥ.t-Ꞽgr.t","","Q1084","noun","","","Q1775415","feminine","","","chamber of silence (necropolis)","EN"
"34660","L1385686","ꜥ.t-n.t-ḫt","𓂝𓏏𓉐𓈖𓏏𓆱𓏏𓏤𓆭","Q1084","noun","","","Q1775415","feminine","","","orchard; arbor","EN"
"859932","L1393909","ꜥ.t-n-mw","","Q1084","noun","","","Q1775415","feminine","","","[canal]","EN"
"34690","L1393908","ꜥ.t-nm.t","𓂝𓏏𓉐𓌩𓏏𓉐","Q1084","noun","","","","","","","[room where the corpse was cut open before mummification]","EN"
"34720","L1385769","ꜥ.t-ḥnq.t","𓂝𓏏𓉐𓎛𓈎𓏏𓏊𓏥","Q1084","noun","","","Q1775415","feminine","","","beer house; feast (metaph.)","EN"
"34730","L1385621","ꜥ.t-sbꜣ.w","𓂝𓏏𓉐𓋴𓃀𓇼𓄿𓀜𓉐","Q1084","noun","","","Q1775415","feminine","","","school","EN"
"865664","L1395724","ꜥ.tï","𓂝𓏏𓏭𓄹𓄹","Q1084","noun","","","","","","","joint","EN"
"450523","L1396505","ꜥ-mḥ.tï","𓂝𓏤𓎔𓏏𓈇","Q34698","adjective","","","","","","","Lower Egyptian","EN"
"860925","L1394645","ꜥ-n-ꞽḫ.t-nṯr","","Q1084","noun","","","Q499327","masculine","","","arm for holding and burning incense","EN"
"860956","L1391298","ꜥ-n-ꜥš-ḏḥꜥꜥ.t","","Q1084","noun","","","Q499327","masculine","","","wheel axel (?)","EN"
"34630","L1389086","ꜥ-n-Ḥr.w","","Q1084","noun","","","Q499327","masculine","","","Arm-of-Horus (arm-like censer)","EN"
"34640","L1385622","ꜥ-n-ḥtr","𓏤𓂝𓈖𓎛𓏏𓂋𓆵𓄜𓏪","Q1084","noun","","","Q499327","masculine","","","team (of horses)","EN"
"34650","L1393985","ꜥ-n-ḫꜥ.w","","Q1084","noun","","","Q499327","masculine","","","[a basin-shaped container]","EN"
"34670","L1393989","ꜥ-n-snṯr","𓂝𓏤𓈖𓊹𓌣𓈖𓍿𓂋𓈒𓏥","Q1084","noun","","","Q499327","masculine","","","arm-like censer","EN"
"860222","L1391296","ꜥ-n-sẖꜣ","","Q1084","noun","","","Q499327","masculine","","","[term for a ship]","EN"
"856961","L1391297","ꜥ-n-Šw-sms.w","","Q1084","noun","","","Q499327","masculine","","","[lance (""arm of the elderly Shu"")","EN"
"450522","L1396506","ꜥ-rs.ï","𓂝𓏤𓇔","Q34698","adjective","","","","","","","Upper Egyptian","EN"
"850363","L1387916","ꜥ-ẖn.w","","Q1084","noun","","","Q499327","masculine","","","fan (lit. waving arm)","EN"
"850364","L1391839","ꜥ-ẖn.wtï","𓂝𓄚𓈖𓏌𓏏𓏭𓉐","Q1084","noun","","","","","","","inner appartments (of the palace)","EN"
"450396","L1386586","ꜥꜣ","","Q1084","noun","","","Q499327","masculine","","","linen; cloth (?)","EN"
"34760","L1382174","ꜥꜣ","𓉻𓂝𓄿","Q1084","noun","","","Q499327","masculine","","","great one; elder; leader","EN"
"34790","L1382365","ꜥꜣ","𓉻𓂝𓄿𓈐","Q380057","adverb","","","","","","","here; there; yonder","EN"
"34770","L1381565","ꜥꜣ","𓉻𓂝𓄿𓏛","Q1084","noun","","","Q499327","masculine","","","greatness","EN"
"450158","L1381725","ꜥꜣ","𓉻𓂝𓄿𓏛","Q34698","adjective","","","","","","","great; large; rich; senior","EN"
"450393","L1390089","ꜥꜣ","𓉻𓂝𓆱","Q1084","noun","","","Q499327","masculine","","","columns (?); vertical timbers (?) (naut.)","EN"
"34800","L1383936","ꜥꜣ","𓉻𓂝𓆱","Q1084","noun","","","Q499327","masculine","","","column; pillar; beam","EN"
"34810","L1381880","ꜥꜣ","𓉻𓉿","Q1084","noun","","","Q499327","masculine","","","door; leaf (of doube doors)","EN"
"882851","L1391309","ꜥꜣ","","Q1084","noun","","","Q499327","masculine","","","[Schiff]","DE"
"861037","L1387917","ꜥꜣ","","Q1084","noun","","","Q499327","masculine","","","helper; assistant","EN"
"35240","L1384242","ꜥꜣ.w","𓉻𓂝𓄿𓅱𓏛","Q1084","noun","","","Q499327","masculine","","","greatness","EN"
"34780","L1382819","ꜥꜣ.w","𓉻𓂝𓄿𓏛","Q380057","adverb","","","","","","","very","EN"
"35270","L1391310","ꜥꜣ.w","","Q1084","noun","","","Q499327","masculine","","","donkey sacks (?); donkey-loads (?)","EN"
"35250","L1385020","ꜥꜣ.w","𓉻𓉻𓉻","Q1084","noun","","","","","","","difference (math.); excess","EN"
"884210","L1396922","ꜥꜣ.wï-n-p.t","","Q1084","noun","","","Q499327","masculine","","","[Türen zum Sanktuarraum]","DE"
"855762","L1386898","ꜥꜣ.t","","Q380057","adverb","","","","","","","very","EN"
"34860","L1382764","ꜥꜣ.t","𓉻𓂝𓄿𓏏𓏛","Q1084","noun","","","Q1775415","feminine","","","great thing","EN"
"34900","L1382765","ꜥꜣ.t","𓉻𓏏𓈒","Q1084","noun","","","Q1775415","feminine","","","swelling; tumor","EN"
"34910","L1390090","ꜥꜣ.t","𓉻𓏏𓈒𓏌","Q1084","noun","","","Q1775415","feminine","","","[a beverage]","EN"
"34880","L1382290","ꜥꜣ.t","𓉻𓏏𓊌","Q1084","noun","","","Q1775415","feminine","","","precious material (gen.)","EN"
"34890","L1386084","ꜥꜣ.t","𓉻𓏏𓎺","Q1084","noun","","","Q1775415","feminine","","","stone vessel","EN"
"34930","L1394014","ꜥꜣ.t","𓉻𓏏𓏤𓁐","Q1084","noun","","","","","","","rule","EN"
"34920","L1383281","ꜥꜣ.t","𓉻𓏏𓏯𓍢","Q1084","noun","","","Q1775415","feminine","","","linen; cloth","EN"
"864392","L1387918","ꜥꜣ.t","","Q1084","noun","","","Q1775415","feminine","","","[officinal use (pharm.)]","EN"
"855764","L1394015","ꜥꜣ.t","","Q1084","noun","","","Q1775415","feminine","","","Great Eye","EN"
"34990","L1394016","ꜥꜣ.t-wdḥ","","Q1084","noun","","","Q1775415","feminine","","","glass (?) (lit. molten stones)","EN"
"34950","L1395330","ꜥꜣ.t-nṯr.ït","","Q1084","noun","","","Q1775415","feminine","","","god's stone","EN"
"35070","L1388555","ꜥꜣ.t-rwḏ.t","𓉻𓏏𓊌𓌗","Q1084","noun","","","Q1775415","feminine","","","hard stone","EN"
"35510","L1397074","ꜥꜣ.tït","","Q1084","noun","","","Q1775415","feminine","","","lot (quantity)","EN"
"881873","L1397075","ꜥꜣ.tït","","Q1084","noun","","","Q1775415","feminine","","","stone worker (f)","EN"
"550326","L1394304","Ꜥꜣ-ꞽb","","Q147276","proper noun","Q115642102","royal name","","","","","[Horus-name of Psammetichus I]; [Horus-name of Nepherites I]","EN"
"853042","L1396492","ꜥꜣ-ꞽb-ꞽtꞽ-nb-qn-nḫt-mꞽ-sꜣ-Ꜣs.t","","Q147276","proper noun","Q115642102","royal name","","","","","[Goldname Ptolemaios' XII.]","DE"
"400961","L1391315","Ꜥꜣ-wsr-Rꜥw","","Q147276","proper noun","Q115642102","royal name","","","","","Aauserre (a throne name of Apophis)","EN"
"400430","L1387919","Ꜥꜣ-bꜣ.w","","Q147276","proper noun","Q115642102","royal name","","","","","[Horus-name of Amenemhat III]","EN"
