"tlaID","wikidataID","transliterationLUT","hieroglyphs","lexicalCategoryID","lexicalCategory","additionalLexicalCategoryID","additionalLexicalCategory","genderID","gender","referentTypeID","referentType","senses","sensesLanguage"
"852488","L1397204","Ꜥꜣ-pḥ.tï","","Q147276","proper noun","Q115642102","royal name","","","","","[Nebtiname Thutmosis' I.]; [Goldname Ptolemaios' XII.]","DE"
"880634","L1397205","Ꜥꜣ-pḥ.tï-wr-pḥ.tï","","Q147276","proper noun","Q115642102","royal name","","","","","[Nebtiname Merenptahs]","DE"
"855691","L1387315","ꜥꜣ-n-pr","","Q1084","noun","","","Q499327","masculine","","","majordomo","EN"
"35010","L1394022","ꜥꜣ-n-mhw.t","𓉻𓂝𓅱𓏪𓈖𓐝𓂝𓉔𓅱𓏏𓀀𓁐𓏥","Q1084","noun","","","","","","","chieftain","EN"
"35050","L1385747","ꜥꜣ-n-št","𓉻𓏛𓈖𓈙𓏏𓏴𓀜","Q1084","noun","","","Q499327","masculine","","","chief taxing master (?)","EN"
"878984","L1391314","Ꜥꜣ-nr.w","","Q147276","proper noun","Q115642102","royal name","","","","","[Nebtiname Amenophis' I.]","DE"
"851565","L1385748","ꜥꜣ-rʾ","𓉻𓅱𓏭𓂋𓏤𓉿𓉿","Q1084","noun","","","Q499327","masculine","","","wing of a door","EN"
"878891","L1387920","Ꜥꜣ-ḫpr.w","","Q147276","proper noun","Q115642102","royal name","","","","","[Horusname Ahmoses]","DE"
"400834","L1386560","Ꜥꜣ-ḫpr.w-Rꜥw","","Q147276","proper noun","Q115642102","royal name","","","","","Aakheperure (throne name of Amenhotep II)","EN"
"886445","L1394020","Ꜥꜣ-ḫpr.w-Rꜥw-stp-n-Ꞽmn.w","","Q147276","proper noun","Q115642102","royal name","","","","","[Thronname Psusennes' I.]","DE"
"878987","L1387314","Ꜥꜣ-ḫpr-n-Rꜥw","","Q147276","proper noun","Q115642102","royal name","","","","","[Thronname Thutmosis’ II.]","DE"
"550290","L1386643","Ꜥꜣ-ḫpr-kꜣ-Rꜥw","","Q147276","proper noun","Q115642102","royal name","","","","","Aakheperkare (throne name of Tuthmosis I)","EN"
"400830","L1391312","Ꜥꜣ-ḫpš-ḥw-Pḏ.wt-9","","Q147276","proper noun","Q115642102","royal name","","","","","[Gold Horus-name of Tuthmosis III]; [Gold Horus-name of Shebitku]","EN"
"880526","L1394421","Ꜥꜣ-ḫpš-ḥw-sṯ.tïw","","Q147276","proper noun","Q115642102","royal name","","","","","[Goldname Amenophis' III.]","DE"
"400829","L1396493","Ꜥꜣ-šf.yt-m-tꜣ.w-nb.w","","Q147276","proper noun","Q115642102","royal name","","","","","[Nebty-name of Tuthmosis III]; [Nebty-name of Shebitku]","EN"
"856332","L1394023","ꜥꜣꜣ","","Q380057","adverb","","","","","","","there","EN"
"34750","L1381868","ꜥꜣi̯","𓉻𓂝𓄿𓏛","Q24905","verb","","","","","","","to be great; to become great; to be rich; to grow up","EN"
"35090","L1394546","ꜥꜣꞽ","𓉻𓂝𓇋𓇋𓆸","Q1084","noun","","","Q499327","masculine","","","rejoicing","EN"
"35080","L1396209","ꜥꜣy","","Q1084","noun","","","Q499327","masculine","","","(glowing) fire","EN"
"35100","L1394138","ꜥꜣy.t","𓉻𓂝𓇋𓇋𓏏𓉐","Q1084","noun","","","Q1775415","feminine","","","temple; shrine (gen.)","EN"
"35140","L1387505","ꜥꜣꜥ","","Q1084","noun","","","Q499327","masculine","","","water hole; wet ground","EN"
"850016","L1391316","ꜥꜣꜥ","","Q1084","noun","","","Q499327","masculine","","","valor","EN"
"35190","L1390092","ꜥꜣꜥ","𓉻𓂝𓄿𓂝𓁸","Q1084","noun","","","Q499327","masculine","","","[a symptom of illness relating to hair loss (?)]","EN"
"35160","L1383482","ꜥꜣꜥ","𓉻𓂝𓄿𓂝𓂺","Q24905","verb","","","","","","","to ejaculate; to beget","EN"
"35170","L1384037","ꜥꜣꜥ","𓉻𓂝𓄿𓂝𓂺","Q1084","noun","","","Q499327","masculine","","","semen; poison","EN"
"35180","L1383388","ꜥꜣꜥ","𓉻𓂝𓄿𓂝𓂺","Q1084","noun","","","Q499327","masculine","","","[an illness (?)]; [an influence causing illness (?)]","EN"
"35200","L1391317","ꜥꜣꜥ","","Q1084","noun","","","Q499327","masculine","","","reeds","EN"
"866558","L1394024","ꜥꜣꜥ","","Q1084","noun","","","Q499327","masculine","","","outflow, efflux","EN"
"850919","L1387921","ꜥꜣꜥꜣ","","Q24905","verb","","","","","","","[verb]","EN"
"35320","L1384977","ꜥꜣb","𓂝𓃀𓇎","Q24905","verb","","","","","","","to offer","EN"
"35300","L1384938","ꜥꜣb","𓂝𓄿𓃀𓇎𓆭","Q1084","noun","","","Q499327","masculine","","","[a tree (?)]; [a plant (?)]","EN"
"35310","L1385202","ꜥꜣb","𓉻𓂝𓄿𓃀𓇎𓏛","Q24905","verb","","","","","","","to be pleasing","EN"
"35340","L1384217","ꜥꜣb.t","𓂝𓄿𓃀𓇎𓏏𓏊","Q1084","noun","","","Q1775415","feminine","","","jug","EN"
"35330","L1382066","ꜥꜣb.t","𓉻𓂝𓄿𓃀𓏏𓇎𓏛𓏥","Q1084","noun","","","Q1775415","feminine","","","offerings","EN"
"35350","L1390091","ꜥꜣp","𓂝𓉻𓄿𓊪","Q1084","noun","","","Q499327","masculine","","","reproach","EN"
"35360","L1381929","Ꜥꜣpp","𓉻𓊪𓊪𓆙","Q147276","proper noun","Q115642037","deity name","","","","","Apophis","EN"
"35400","L1382324","ꜥꜣm","𓌚𓅓","Q1084","noun","","","Q499327","masculine","","","Asiatic","EN"
"35390","L1391313","ꜥꜣm","","Q1084","noun","","","Q499327","masculine","","","throw stick","EN"
"35420","L1385153","ꜥꜣm.w","𓉻𓂝𓄿𓅓𓅱𓆰𓏥","Q1084","noun","","","Q499327","masculine","","","[a plant (med.)]","EN"
"35440","L1394021","ꜥꜣm.wt","𓉻𓂝𓄿𓅓𓅱𓏏𓆰𓏥","Q1084","noun","","","Q1775415","feminine","","","[a cultivated plant]","EN"
"35410","L1384691","ꜥꜣm.t","𓌚𓅓𓏏","Q1084","noun","","","Q1775415","feminine","","","Asiatic","EN"
"854496","L1394019","ꜥꜣg","","Q24905","verb","","","","","","","to treat, work on (forcibly)","EN"
"35500","L1394256","ꜥꜣg.yt","𓉻𓂝𓄿𓎼𓇋𓇋𓏏𓆇","Q1084","noun","","","Q1775415","feminine","","","secretion; resin (med.)","EN"
"856336","L1391311","ꜥꜣg.t","","Q1084","noun","","","Q1775415","feminine","","","blow, strike","EN"
"35480","L1387633","ꜥꜣg.t","𓉻𓂝𓄿𓎼𓏏𓂾","Q1084","noun","","","Q1775415","feminine","","","hoof (of an ox or donkey)","EN"
"41650","L1386085","ꜥꜣg.t=f-n-ḥmt","𓂝𓎼𓄿𓏏𓂷𓏏𓏲𓆑𓅓𓈔𓏤𓈒𓏥","Q1084","noun","","","Q499327","masculine","","","value for hired cattle","EN"
"35530","L1394018","ꜥꜣd.t","𓉻𓂝𓄿𓂧𓏏𓏐𓏥","Q1084","noun","","","Q1775415","feminine","","","[a kind of bread]","EN"
"35520","L1394017","ꜥꜣḏ","𓂝𓄿𓂧𓈇","Q1084","noun","","","","","","","edge; margin (of cultivated land, of desert)","EN"
"35550","L1387632","ꜥꜣḏ","𓉻𓂝𓄿𓆓𓇳","Q24905","verb","","","","","","","to be pale; to turn pale","EN"
"35540","L1386677","ꜥꜣḏ.w","","Q1084","noun","","","Q499327","masculine","","","mullet","EN"
"34370","L1391404","ꜥꞽ","𓂝𓎺","Q1084","noun","","","Q499327","masculine","","","cup; bowl","EN"
"859363","L1395830","ꜥꞽꜥꞽ","","Q24905","verb","","","","","","","to rejoice; to be pleased","EN"
"35630","L1395410","ꜥꞽn","𓂝𓇋𓈖𓁽","Q24905","verb","","","","","","","to face with limestone","EN"
"35620","L1396915","ꜥꞽn","𓂝𓏭𓇋𓇋𓈖𓄿𓊌","Q1084","noun","","","Q499327","masculine","","","limestone","EN"
"35580","L1395852","ꜥy","𓂝𓇋𓏭𓇋𓀠","Q24905","verb","","","","","","","to rejoice","EN"
"800062","L1394503","ꜥy","","Q24905","verb","","","","","","","to have a right to","EN"
"862932","L1396921","ꜥyn","","Q1084","noun","","","Q499327","masculine","","","well","EN"
"35640","L1387634","ꜥꜥ","𓂝𓂝𓂐","Q1084","noun","","","Q499327","masculine","","","sweat; spit","EN"
"852178","L1391318","ꜥꜥ","","Q1084","noun","","","Q499327","masculine","","","royal bark","EN"
"865082","L1394025","ꜥꜥ","","Q1084","noun","","","Q499327","masculine","","","seat; throne","EN"
"35680","L1387635","ꜥꜥ.t","𓂝𓂝𓏏𓅪𓏥","Q1084","noun","","","Q1775415","feminine","","","accusation","EN"
"35700","L1383529","ꜥꜥꜣm","𓂝𓂝𓄿𓅓𓆰𓏥","Q1084","noun","","","Q499327","masculine","","","[a plant (med.)]","EN"
"35710","L1395027","ꜥꜥꞽ","𓂝𓂝𓇋𓀁","Q24905","verb","","","","","","","to be fearful","EN"
"35730","L1395730","ꜥꜥꞽ.w","","Q1084","noun","","","","","","","[something bad]","EN"
"35750","L1386086","ꜥꜥw","𓂝𓂝𓅱𓀁","Q24905","verb","","","","","","","to be fearful; to flutter (of the heart)","EN"
"35740","L1384500","ꜥꜥw","𓂝𓂝𓅱𓁻","Q24905","verb","","","","","","","to sleep (invariably negated)","EN"
"35760","L1387506","ꜥꜥw","","Q1084","noun","","","Q499327","masculine","","","sleep","EN"
"550103","L1391319","ꜥꜥf.t","","Q1084","noun","","","Q1775415","feminine","","","yield","EN"
"35790","L1390093","ꜥꜥfs","𓂝𓂝𓆑𓋴𓐎","Q1084","noun","","","","","","","[an illness]","EN"
"35800","L1394026","ꜥꜥm","","Q1084","noun","","","","","","","Nile flood","EN"
"35830","L1387208","ꜥꜥn.t","","Q1084","noun","","","Q1775415","feminine","","","[a bird (swallow?)]","EN"
"35810","L1395601","ꜥꜥnï","𓂝𓂝𓈖𓄜","Q1084","noun","","","Q499327","masculine","","","tent; encampment","EN"
"35820","L1395405","ꜥꜥnï","𓂝𓂝𓈖𓏭𓉐","Q24905","verb","","","","","","","to enclose","EN"
"35840","L1387631","ꜥw","𓂝𓅱","Q1084","noun","","","Q499327","masculine","","","crane","EN"
"35860","L1384861","ꜥw.t","𓂝𓋿𓅱𓏏","Q1084","noun","","","Q1775415","feminine","","","crook (of a shepherd); scepter","EN"
"35870","L1386399","ꜥw.t","","Q1084","noun","","","Q1775415","feminine","","","herds (gen.); flocks","EN"
"35900","L1387313","ꜥw.t-nḏs.t","","Q1084","noun","","","Q1775415","feminine","","","(herd of) goats","EN"
"35910","L1394007","ꜥw.t-ḥḏ.t","𓋿𓅱𓏏𓌉𓏏𓇳𓃝","Q1084","noun","","","Q1775415","feminine","","","(flock of) sheep","EN"
"36240","L1396206","ꜥw.tï","","Q1084","noun","","","Q499327","masculine","","","shepherd; scepter bearer","EN"
"401143","L1384358","ꜥwꜣ","𓂝𓍯𓄿𓀜","Q1084","noun","","","Q499327","masculine","","","robbing","EN"
"35950","L1390087","ꜥwꜣ","𓂝𓍯𓄿𓐎","Q1084","noun","","","","","","","foulness","EN"
"35940","L1384499","ꜥwꜣ","𓂝𓍯𓄿𓐎","Q24905","verb","","","","","","","to rot; to spoil","EN"
"35930","L1390088","ꜥwꜣ","𓂝𓏲𓍯𓄿𓀁","Q83034","interjection","","","","","","","[a contemptuous shout (?)]","EN"
"35990","L1394109","ꜥwꜣ.y","𓂝𓍯𓄿𓇋𓇋𓀜","Q147276","proper noun","Q115642037","deity name","","","","","Robber (a demon)","EN"
"850342","L1391794","ꜥwꜣ.y","𓂝𓍯𓄿𓇋𓇋𓀜","Q1084","noun","","","Q499327","masculine","","","robber","EN"
"36010","L1394358","ꜥwꜣ.yt","𓂝𓍯𓄿𓇋𓇋𓏏𓀐","Q1084","noun","","","Q1775415","feminine","","","robber","EN"
"36020","L1391713","ꜥwꜣ.yt","𓂝𓍯𓄿𓇋𓇋𓏏𓏌𓏥","Q1084","noun","","","Q1775415","feminine","","","fermented substance (med.)","EN"
"36040","L1394010","ꜥwꜣ.w","","Q1084","noun","","","Q499327","masculine","","","reaper","EN"
"35960","L1388554","ꜥwꜣ.t","𓂝𓍯𓄿𓏏𓂡","Q1084","noun","","","Q1775415","feminine","","","robbery","EN"
"863015","L1396208","ꜥwꜣ.tï","","Q1084","noun","","","Q499327","masculine","","","robber; enemy","EN"
"35970","L1394012","ꜥwꜣꜣ","𓂝𓍯𓄿𓄿𓐎𓈀","Q1084","noun","","","","","","","fermented bread","EN"
"854497","L1394011","ꜥwꜣi̯","","Q24905","verb","","","","","","","to finish (sb., sth.) off (or similar); to eliminate (or similar)","EN"
"36070","L1395729","ꜥwꞽ.t","𓂝𓅱𓇋𓏊","Q1084","noun","","","","","","","[a vessel]","EN"
"36080","L1394013","ꜥwꜥ","","Q1084","noun","","","Q499327","masculine","","","[a bird]","EN"
"36100","L1388553","ꜥwbb.w","𓂝𓅱𓃀𓃀𓅱𓆟𓏥","Q1084","noun","","","Q499327","masculine","","","[a fish(es)]","EN"
"36120","L1384498","ꜥwn","𓂝𓃹𓈖𓀁","Q24905","verb","","","","","","","to cry out","EN"
"36110","L1383332","ꜥwn","𓂝𓃹𓈖𓀜","Q24905","verb","","","","","","","to rob; to deceive","EN"
"36190","L1384751","ꜥwn.w","𓂝𓃹𓈖𓏌𓅱𓀜","Q1084","noun","","","Q499327","masculine","","","plunderer","EN"
"36140","L1383724","ꜥwn.t","𓂝𓃹𓈖𓏏𓆱","Q1084","noun","","","Q1775415","feminine","","","[a tree and its timber]","EN"
"856495","L1394008","ꜥwn.t","","Q1084","noun","","","Q1775415","feminine","","","greedy one (f)","EN"
"36180","L1397073","ꜥwn.t-ꞽb","𓂝𓃹𓈖𓏏𓂡𓄣𓏤𓅪𓏥","Q1084","noun","","","Q1775415","feminine","","","greed","EN"
"855231","L1396207","ꜥwn.tï","","Q1084","noun","","","Q499327","masculine","","","greedy one","EN"
"851288","L1394207","ꜥwn-ꞽb","","Q1084","noun","","","Q499327","masculine","","","greedy one","EN"
"851868","L1394393","ꜥwn-ꞽb","","Q1084","noun","","","Q499327","masculine","","","greed","EN"
"884681","L1395600","ꜥwn-ꞽb","","Q1084","noun","","","Q499327","masculine","","","[Schlange]","DE"
"36200","L1394009","ꜥwnwn","𓂝𓃹𓈖𓃹𓈖𓀜","Q24905","verb","","","","","","","to rob","EN"
"36210","L1386843","ꜥwg","","Q24905","verb","","","","","","","to parch (med.)","EN"
"860376","L1391307","ꜥwg","","Q1084","noun","","","Q499327","masculine","","","heat wave, heat (?)","EN"
"36250","L1382374","ꜥb","𓂝𓃀𓄏","Q1084","noun","","","Q499327","masculine","","","horn (of hoofed animals); sting (of a scorpion)","EN"
"863741","L1391263","ꜥb","","Q24905","verb","","","","","","","to kill; to sacrifice","EN"
"36370","L1389069","ꜥb","","Q1084","noun","","","Q499327","masculine","","","[a mineral]","EN"
"852141","L1387497","ꜥb","","Q1084","noun","","","Q499327","masculine","","","meal","EN"
"36340","L1390038","ꜥb","𓂝𓃀𓄐𓀁","Q24905","verb","","","","","","","to dirty; to pollute","EN"
"36350","L1389070","ꜥb","","Q1084","noun","","","","","","","[a sanctuary]","EN"
"36280","L1384933","ꜥb","𓂝𓄏𓃀𓀐𓏪","Q1084","noun","","","Q499327","masculine","","","enemy; victim","EN"
"850983","L1386994","ꜥb","","Q1084","noun","","","Q499327","masculine","","","bow (made of horn)","EN"
"36310","L1382746","ꜥb","𓄐","Q24905","verb","","","","","","","to purify; to be pure","EN"
"36330","L1393910","ꜥb","","Q1084","noun","","","Q499327","masculine","","","Ab (a dog's name?)","EN"
"856342","L1395794","ꜥb.ï","","Q34698","adjective","Q1054545","nisba","","","","","horned","EN"
"36300","L1382349","ꜥb.w","𓂝𓃀𓄏𓅪𓏥","Q1084","noun","","","Q499327","masculine","","","impurity; taint","EN"
"36740","L1382144","ꜥb.w","𓂝𓃀𓅱𓄐","Q1084","noun","","","Q499327","masculine","","","purification; purity","EN"
"36750","L1386940","ꜥb.w","","Q1084","noun","","","Q499327","masculine","","","lettuce","EN"
"36760","L1390040","ꜥb.w","𓃀𓂝<g>O30A</g>𓅱","Q1084","noun","","","Q499327","masculine","","","pitchfork wielder (?)","EN"
"36780","L1389071","ꜥb.w","","Q1084","noun","","","Q499327","masculine","","","purifier","EN"
"36830","L1386072","ꜥb.w-rʾ","𓄐𓂋𓏤","Q1084","noun","","","Q499327","masculine","","","breakfast (lit. purification of the mouth)","EN"
"36800","L1384858","ꜥb.wt","𓂝𓃀𓅱𓏏<g>O30A</g>","Q1084","noun","","","Q1775415","feminine","","","staff of office; pitchfork","EN"
"859746","L1391265","ꜥb.t","","Q1084","noun","","","Q1775415","feminine","","","bouquet of flowers (?)","EN"
"36420","L1388531","ꜥb.t","𓂝𓃀𓏏𓇠","Q1084","noun","","","Q1775415","feminine","","","[a cereal]","EN"
"36430","L1391266","ꜥb.t","","Q1084","noun","","","Q1775415","feminine","","","abet-utensil (for the Opening-of-the-mouth ceremony)","EN"
"36440","L1391267","ꜥb.t","","Q1084","noun","","","Q1775415","feminine","","","meal","EN"
"36410","L1393911","ꜥb.t","𓃀𓂝𓏏𓏊","Q1084","noun","","","","","","","[a jar]","EN"
"36390","L1393912","ꜥb.t","𓄏𓏏𓁐","Q1084","noun","","","Q1775415","feminine","","","worker of horn","EN"
"856343","L1393913","ꜥb.t","","Q1084","noun","","","Q1775415","feminine","","","company of people, society","EN"
"850347","L1390039","ꜥb.t-wsḫ.t","𓂝𓃀𓏏𓎺𓏏𓉐","Q1084","noun","","","Q1775415","feminine","","","abet-wesekhet (sanctuary in a temple)","EN"
"853088","L1396345","ꜥb.t-zmy.t","","Q1084","noun","","","Q1775415","feminine","","","sanctuary of the necropolis (sanctuary of Osiris at Abydos?)","EN"
"36460","L1397128","ꜥb-nꞽꜣ.w","𓃀𓂝𓄏𓈖𓂢𓄫𓏲𓄜","Q1084","noun","","","","","","","year","EN"
"36580","L1387308","ꜥbꜣ","","Q1084","noun","","","Q499327","masculine","","","pigeon","EN"
"36530","L1382706","ꜥbꜣ","𓂝𓃀𓅡𓄿𓌂","Q1084","noun","","","Q499327","masculine","","","offering table; altar","EN"
"36480","L1383040","ꜥbꜣ","𓂝𓃀𓅡𓌂","Q1084","noun","","","Q499327","masculine","","","aba-scepter","EN"
"36550","L1384381","ꜥbꜣ","𓂝𓃀𓌂𓇶","Q24905","verb","","","","","","","to shine (on); to glitter","EN"
"36560","L1393916","ꜥbꜣ","𓃀𓂝𓇶","Q1084","noun","","","","","","","light","EN"
"854498","L1393917","ꜥbꜣ","","Q24905","verb","","","","","","","to influence, have an effect on","EN"
"36610","L1395687","ꜥbꜣ.yt","","Q1084","noun","","","Q1775415","feminine","","","rope","EN"
"36600","L1397129","ꜥbꜣ.yt","","Q1084","noun","","","","","","","offering table","EN"
"856347","L1393918","ꜥbꜣ.t","","Q1084","noun","","","Q1775415","feminine","","","influence, affect","EN"
"863744","L1393919","ꜥbꜣ-ḏfꜣ.w","","Q1084","noun","","","Q499327","masculine","","","courtyard of the food altar","EN"
"852211","L1391270","ꜥbꜣbꜣ","","Q24905","verb","","","","","","","[verb]","EN"
"36630","L1383304","ꜥbꜥ","𓂝𓃀𓂝𓀁","Q24905","verb","","","","","","","to boast","EN"
"850348","L1383364","ꜥbꜥ","𓂝𓃀𓂝𓀁","Q1084","noun","","","Q499327","masculine","","","boasting","EN"
"36640","L1393920","ꜥbꜥ","𓃀𓂝𓂝𓂺","Q1084","noun","","","Q499327","masculine","","","[phallus]","EN"
"36660","L1384979","ꜥbꜥb","𓂝𓃀𓂝𓃀𓄏𓄏","Q24905","verb","","","","","","","to boast; to become excited","EN"
"36670","L1388534","ꜥbꜥb","𓂝𓃀𓂝𓃀𓌂𓏛","Q24905","verb","","","","","","","to appear; to shine","EN"
"36650","L1393921","ꜥbꜥb","𓂝𓃀𓂝𓃀𓍱","Q1084","noun","","","Q499327","masculine","","","fame","EN"
"36690","L1390042","ꜥbꜥb.t","𓂝𓃀𓂝𓃀𓏏","Q1084","noun","","","Q1775415","feminine","","","purification (?)","EN"
"853493","L1391269","ꜥbw","","Q1084","noun","","","","","","","[name of a dog]","EN"
"36840","L1388532","ꜥbb","𓂝𓃀𓃀","Q24905","verb","","","","","","","to make shiny (?); to smooth (?)","EN"
"36860","L1387622","ꜥbb","𓂝𓃀𓃀𓂷𓂡","Q24905","verb","","","","","","","to use a pitchfork","EN"
"36880","L1387204","ꜥbb.t","","Q1084","noun","","","Q1775415","feminine","","","lance; harpoon","EN"
"36900","L1387307","ꜥbḥ","","Q24905","verb","","","","","","","to fill (a jug) to the brim","EN"
"36910","L1390041","ꜥbḫn","𓂝𓃀𓐍𓈖𓄜","Q1084","noun","","","Q499327","masculine","","","frog","EN"
"57140","L1388533","ꜥbẖbẖ","𓃀𓄡𓃀𓄡𓀜","Q1084","noun","","","Q499327","masculine","","","pride (?) (negative character trait)","EN"
"36920","L1382359","ꜥbš","𓂝𓃀𓈙𓏉","Q1084","noun","","","Q499327","masculine","","","[a wine jug]","EN"
"36930","L1387118","ꜥbš","","Q24905","verb","","","","","","","to drown","EN"
"856352","L1393915","ꜥbš","","Q1084","noun","","","Q499327","masculine","","","[personal designation]","EN"
"36970","L1393914","ꜥbd","","Q1084","noun","","","","","","","servant (?)","EN"
"854185","L1395267","ꜥp.y","","Q1084","noun","","","Q499327","masculine","","","wing","EN"
"37020","L1396920","ꜥp.yw","𓎺𓊪𓇋𓇋𓅪𓏥","Q1084","noun","","","Q499327","masculine","","","flying ones (enemies)","EN"
"37050","L1384936","ꜥp.w","𓂝𓊪𓅱𓂻𓏥","Q1084","noun","","","Q499327","masculine","","","striding","EN"
